user_id,elo,username,country,num_appearances,adjusted_median_pScore,final_score,global_rank,final_rank
21906254,391.5073100000629,abriI,ES,9.0,1.0859006861655316,0.8710033925107377,30.0,27
19862784,322.80071193778207,Chicken Sammy,US,11.0,1.1939029289318344,0.867190331305212,543.0,28
18867523,359.63338808208846,flowerful,FR,27.0,1.1296011703350597,0.8669402805982414,27.0,29
13769101,374.0390015178364,Netroo,BR,20.0,1.1041438671560568,0.8667320354871182,488.0,30
17244618,341.68250583553794,moths,US,17.0,1.1583000587868515,0.8661164845691532,521.0,31
15926730,342.9391548794872,PeachMarrow,US,40.0,1.1541710747267897,0.8654146167614883,81.0,32
29929002,397.03070289251457,[MY] VASD,MY,17.0,1.0565557770963223,0.8639068533230356,71.0,33
33801604,405.39657707373567,Fuyuneel,JP,17.0,1.0409096913263798,0.863477044944235,42.0,34
16100800,344.4098418933912,ICECAKE,JP,23.0,1.1437934208197558,0.8626063659172143,405.0,35
28098890,363.2542049758299,parponger,TH,44.0,1.1094040126322762,0.861944126658369,111.0,36
9188975,272.43608451162333,mae0149,CA,12.0,1.2590533485606272,0.8593722401315294,131.0,37
16191405,346.7474934767528,jackyjacky607,TW,11.0,1.121643602401892,0.8561167087502459,622.0,38
25588443,No Elo,Banned or Unavailable,0,23.0,1.085827160196971,0.855879600342626,,39
24776314,380.6906324384923,Plana_,PH,34.0,1.061739520354218,0.8556545282119953,109.0,40
13631923,No Elo,Banned or Unavailable,0,15.0,1.0830487348380298,0.8536895670915136,,41
24446642,377.3090151751863,Aepq,MY,11.0,1.05651596172794,0.8516907993792672,82.0,42
18271627,373.6726943795655,grillroasted,CZ,41.0,1.056809690862618,0.8495462502065569,127.0,43
26473894,375.8655249295427,imyeeyee,KR,16.0,1.051943365766842,0.8491594183311744,8.0,44
14931745,363.930159403854,[LS]Icetify,MY,22.0,1.0699754688018428,0.8482356614574114,235.0,45
14066511,355.2996796604263,nyasunfanboy,CN,19.0,1.08471993493843,0.8481787213499589,32.0,46
13390529,409.3723139609341,-Aishiteru-,SG,29.0,0.9842162537487164,0.8456243899223502,162.0,47
2071008,361.2469650388445,yz1155,KR,22.0,1.0645421839578466,0.8446289043072498,5172.0,48
13347579,393.244123351253,LeMarcinho,BR,42.0,1.007710004032999,0.8440633656106935,449.0,49
18342820,332.485623488309,Ancuw,PE,14.0,1.1091072431114084,0.8428013075118451,25.0,50
14009758,388.9050183075474,TriDoanGaming,VN,42.0,1.0113720293952129,0.8426908163877718,36.0,51
17115114,263.3268310468978,koshepen,HK,26.0,1.2173976286289734,0.8388117114757727,60.0,52
19141228,370.0239261092595,malza,PL,16.0,1.0327285307915084,0.8386608291930775,91.0,53
15098503,352.78620622809274,-Lalito898,PE,24.0,1.060802081692619,0.8380542166049793,348.0,54
15763622,315.8326798878186,Koishi Komeijie,SG,14.0,1.1208896918844724,0.8367196289336379,519.0,55
16277321,319.66955599255726,nyasun,CN,22.0,1.1136851524148603,0.8365122179915028,29.0,56
18309106,380.8186431540106,rezored,ID,43.0,1.008059798294149,0.8365010595393494,31.0,57
31743951,325.4284658240461,Jacky_Lover,KR,7.0,1.1009275391215838,0.8355043813013441,28.0,58
13471840,378.1494052197335,Kureha_,HK,20.0,1.0097543687685986,0.8354567447866088,11.0,59
18043326,316.25436492718177,Joki_,NZ,20.0,1.1128687494519731,0.8341067372742061,55.0,60
20496815,384.5321854625513,4Kenn,PH,22.0,0.9856966354597108,0.830786226380595,224.0,61
8880797,351.4662384988657,Naito Mare,CL,38.0,1.0355492170363134,0.8281898173590262,185.0,62
3262821,362.3753569624244,[SPNG] Sim0,IT,12.0,1.0143759312916567,0.8273531958143633,294.0,63
11898245,364.4156357003256,Newbie Noobko,RU,29.0,1.008299527859624,0.8264384267008223,216.0,64
30243406,370.0704280087091,unluminated520,VN,13.0,0.9947837342349428,0.8250945275446515,257.0,65
15183087,309.92399523994646,LiangFenFan,CN,20.0,1.0927198867616226,0.8229710974502789,156.0,66
12452131,411.9835888353326,gaesol,KR,41.0,0.9071234030250256,0.819618728632089,57.0,67
20435157,386.8094052028889,theman234 tonk,CA,5.0,0.7807232499815839,0.8185498633082712,213.0,68
18521083,380.5422305295647,[Crz]Neri,CN,8.0,0.9573466565971904,0.8181602574253846,253.0,69
10055204,345.2759966145621,Zoobin4,GB,44.0,1.0160232931490338,0.8173640644401547,181.0,70
6912079,367.7974516071637,Iseri,KR,23.0,0.9764141177838064,0.8171066711495794,319.0,71
18508394,343.5648989596862,Tevelkin,US,13.0,1.017702908915688,0.8169071920743122,153.0,72
27233308,364.38176502141977,CuteNatro,CN,15.0,0.9801571867447086,0.8163344767630919,536.0,73
9423922,328.06772446128645,Velyria,PH,13.0,1.0388612426932031,0.8148998308171382,179.0,74
17494164,311.0127366311966,ggeexx1,KR,42.0,1.0680502655071822,0.8148059318367031,8.0,75
9169747,329.38140364332844,Nathanial,GB,26.0,1.035530518763545,0.8145192525698329,263.0,76
34344384,345.7933079017876,Nikorofanboy,JP,13.0,1.0033099650719337,0.8131291226712192,165.0,77
9530019,397.2581456398514,Lothus,BR,28.0,0.910896155695807,0.8118598342685166,1368.0,78
28571440,344.0737148983898,[Crz]yomogi237,JP,21.0,1.0018805981722831,0.8115530906751756,377.0,79
16233256,329.17233967175486,EteChmess,AR,9.0,1.0255300442935351,0.8108068793955353,395.0,80
16505281,374.6603686864274,Buschan,KR,31.0,0.940760903895672,0.8085787197850057,396.0,81
25311011,357.477031378424,Stereotype,KR,35.0,0.9680060609306196,0.8077089520886304,191.0,82
18338179,274.007282601709,bagjettka,PL,32.0,1.1115486257018174,0.8074955279857408,646.0,83
12689667,398.1581433532389,[Albert],ID,24.0,0.8963775684542561,0.8072148619389561,161.0,84
15806513,356.9363741066496,jkzu123,DE,21.0,0.966356981816063,0.8067836067510785,94.0,85
18943504,405.4473497695512,fefedk,BR,7.0,0.8794116859275469,0.8056460561718509,98.0,86
21446926,390.937962681397,Fier,ID,16.0,0.9011987910535793,0.8044751176966243,87.0,87
17753122,332.80733291494937,invadey,US,10.0,1.0002901375709623,0.8040127522398244,5.0,88
10764424,359.0660936557048,Mantozi,CN,15.0,0.9546306312920154,0.8038998801740205,668.0,89
19133938,322.5651612341161,Eeriee,US,20.0,1.0176459568320846,0.803894270017854,259.0,90
7945868,352.6282281277485,[GB]SnowScent,KR,6.0,0.8199337203725918,0.8008916262338401,1346.0,91
26702763,348.5712667744506,riftoyu,RU,23.0,0.9635114851069418,0.8005886227681853,213.0,92
4084853,401.5066128417392,xxxxxx2800,MY,29.0,0.8697554810293298,0.7997482474457773,487.0,93
21102581,367.698518494103,Namia,CN,10.0,0.9274021966580076,0.7994851981827322,280.0,94
2288363,392.3987008905935,SillyFangirl,BR,38.0,0.8833551566488639,0.7989857586031622,132.0,95
11700865,329.8053006804101,Lemmie,SE,6.0,0.8772229094486211,0.7969030688792794,307.0,96
10303887,257.3695773143432,oct4,AU,12.0,1.108098930669395,0.7959658203062465,637.0,97
16055641,361.1765995897895,Rxizuna,VN,55.0,0.9281655006858192,0.7957235742151334,661.0,98
16468962,No Elo,ERA Sunny,0,24.0,1.009092150291315,0.7953949007349771,,99
10745260,386.9694127460834,jhleetgirl,JP,35.0,0.8820002142450307,0.7951412071161812,65.0,100
18111392,376.4258478962848,minatoaquafan69,HK,26.0,0.8991639830710317,0.7947674443429591,105.0,101
15513303,309.2723951399409,Znow,US,32.0,1.0080425425604296,0.7922292842207577,533.0,102
15772814,370.52121130765374,Unitori-,BH,40.0,0.8981623891534404,0.7907553949009978,437.0,103
26140861,336.0209935747726,Scitra,KR,37.0,0.9571926294976676,0.790559826498994,114.0,104
20051971,No Elo,vegetagamerbr34,0,30.0,1.0026271390652952,0.7902989964997831,,105
18566390,345.7581245199046,Nubbo123,AR,8.0,0.9355615297971172,0.7888340693113004,151.0,106
18356454,369.500202439993,Minwoo3098,US,5.0,0.7114965894619956,0.7872658821762556,177.0,107
12599154,364.89712112280137,Toxic Scent,NL,21.0,0.8954012033644924,0.7862864828989007,63.0,108
10333739,384.7575070905736,[Crz]sunnyxxy,CN,29.0,0.8603067850800966,0.786000261062906,693.0,109
32379983,364.30215517925456,Idontknowwhathi,CN,18.0,0.8951101135585455,0.7858140847870484,14.0,110
23528661,323.32032702997526,henryalexbr,PE,17.0,0.9658659292068712,0.7858094546393433,708.0,111
21591349,317.9339560977043,Big noob lol,SG,13.0,0.9743421893188036,0.7855138337957597,316.0,112
11563203,290.99323855707814,osu_degenstage5,HK,10.0,1.017598862173303,0.784343879367865,1351.0,113
6699923,388.4481538355302,Sunyata,KR,20.0,0.8484556888804298,0.7840375840240592,497.0,114
15548876,376.27706243864657,Silicosis,PH,37.0,0.8664185724389829,0.7829431834488478,123.0,115
10027302,338.0564509730039,Cyaewin,DE,16.0,0.9308891504421772,0.7823950055001023,137.0,116
24548857,266.1594625069975,Anterex,CL,6.0,1.0233094110657894,0.7823506445330725,21.0,117
10817494,374.872980600638,[Crz]Nickname,CN,32.0,0.8627857780375177,0.7807729016628276,40.0,118
10242062,392.1018356527105,AFOTHER,JP,27.0,0.8281093705520132,0.7790083214829062,1790.0,119
15179858,268.65050235671714,Tonels,US,29.0,1.0412831338537527,0.7790061829129871,797.0,120
19744986,377.65204328078136,-Viktor-,ES,5.0,0.6508905007303754,0.778622478684227,560.0,121
11488604,391.3933393401585,CrewK,JP,21.0,0.82807520489251,0.7785577344533863,461.0,122
14551764,330.21973176387155,[LS]Mitter,US,10.0,0.9332294062517442,0.7783849149225754,502.0,123
10329095,398.75450725746737,VanillaLatte,KR,22.0,0.8141642012583898,0.7781279701618505,322.0,124
24058560,302.6788528747887,Neon-Hooray,SG,14.0,0.9782377354255586,0.7774712344112273,660.0,125
22725724,287.77677285524584,magnifestio,VN,22.0,1.0039001437997594,0.7774458023660963,445.0,126
32374576,363.6929233241574,[Crz]Miyako,GT,6.0,0.6902362765004544,0.777262952927029,250.0,127
11799103,344.86764696508567,yoppy-yugen,JP,14.0,0.9045310458419878,0.7771653576994202,982.0,128
6336721,337.9510134258425,[Paw]FIood,CN,13.0,0.9156257780557808,0.77686112561418,189.0,129
35157637,359.3274295727265,clairpis,US,5.0,0.7020508132693613,0.7767148327325131,837.0,130
6824332,388.14517260976,Squartatrice,KR,9.0,0.8275145704123613,0.7763472296785099,616.0,131
20372838,355.22995271675427,[Szy]polymaridd,PL,12.0,0.8829830069516451,0.7758561550339295,220.0,132
13821222,347.97736586009034,Lott,VN,30.0,0.8942748035645716,0.7754146742904386,1321.0,133
16296036,294.5132154800771,IWateh,MX,8.0,0.9860500962582518,0.7752182186390904,170.0,134
11817815,292.7292250927148,[Crz]Envy,GB,13.0,0.9887567324523302,0.7750842141911407,1291.0,135
13047982,333.2668973921554,Chara Undertale,QA,17.0,0.9184331067596354,0.7749688929703495,45.0,136
12562107,377.8610208706321,CPT_Sivelia,VN,23.0,0.8405276206006693,0.7746468230275323,205.0,137
11817838,378.6496485214661,Brisket Bacon,US,19.0,0.8383354833733553,0.7743493350810834,85.0,138
21207265,190.9943480639682,oyama mahiro,SG,19.0,1.152128218373949,0.7706745892479838,3944.0,139
27540621,269.3442692534997,angela202133,IT,16.0,1.0148966897192844,0.7699815341396867,2469.0,140
26117532,339.6755034310743,madelief013,NL,8.0,0.8926521690552077,0.7696969537231303,243.0,141
25345980,342.1695297842614,Maxtulini,GT,7.0,0.8877366531875386,0.7694788470503133,258.0,142
13921965,323.80504024636195,DarkMew2,FR,35.0,0.9182361105249366,0.7690442704140221,357.0,143
26253851,285.2727787755444,Aigisfangirl,BR,6.0,0.8988414623601828,0.7665071040742423,95.0,144
11517895,338.24841308927245,LivelyPeninsula,PH,82.0,0.8856301444847962,0.7662981244013111,1410.0,145
27762510,198.38458832891405,-Vixteria-,US,8.0,1.1247743419579377,0.7654464249125272,413.0,146
18563362,340.6060395390901,Concepte,UA,5.0,0.7142587761601221,0.7647188112955805,51.0,147
17089357,357.78731416255323,[RUE]Jeunios,FR,7.0,0.8452900065537317,0.7639335346272341,126.0,148
23392961,271.1957634248562,Darkhechiser,MX,27.0,0.9947513950269692,0.7639092837497977,400.0,149
17699745,317.87875163251107,_Kiruru,TH,28.0,0.911427035461236,0.7629380883053123,2793.0,150
31185655,330.06376842954336,SaltFalt,CN,8.0,0.8891489053202721,0.7624950140139555,166.0,151
20834055,206.38740674602784,_yea,ID,20.0,1.1020313567769382,0.7622492777785665,1114.0,152
27455673,332.0802480444383,ZefliN,RU,13.0,0.8831261884292793,0.7615847555184816,596.0,153
13226626,320.7690397865521,gxrl,AR,12.0,0.8972233808381388,0.759637342508249,1757.0,154
26690747,351.85484078421075,aero-,US,18.0,0.843222336746179,0.7595223030037858,20.0,155
7928981,370.043502734049,[Crz]Riko,CN,15.0,0.8111414185132135,0.7592814806975974,701.0,156
14196373,269.92993532064554,Verdon,CA,15.0,0.9838589302731584,0.7592235044225111,93.0,157
15391485,341.2105529534683,hsod,TR,13.0,0.8594386578094079,0.7587467661785647,106.0,158
15625432,358.3026415679767,[Crz]rebellion,CN,11.0,0.8272393290038725,0.7577850702378695,1484.0,159
13878539,272.7397227206452,ERA Veryi,IT,29.0,0.9739165800814292,0.7573997166931625,11.0,160
15267478,310.9835667687862,maykolmejor,CL,14.0,0.9073910173236348,0.7572259972733808,37.0,161
1020304,382.74798650331087,NKZoyDkKalBoJun,KR,5.0,0.5456936488072589,0.7563378318105449,425.0,162
13601876,416.1614874134313,Orost,BR,10.0,0.7231964310524754,0.7563052139197497,65.0,163
14892447,221.7050552823596,JayLye,MY,69.0,1.0565413825542325,0.755427891306186,4455.0,164
19664675,310.91918203414656,dumbidot,TR,9.0,0.9011562218773186,0.7549523253822665,318.0,165
11183413,342.1132895713886,CertifiedPinoy,SG,6.0,0.6684901246077284,0.7544523330639132,495.0,166
14318312,312.15153025759093,[Crz]Reimu,CN,22.0,0.897045263558419,0.7542418810436029,1837.0,167
18278945,353.4383324812746,PocaFangirl,KR,20.0,0.8241213090865305,0.7536583855370859,119.0,168
31146692,248.74346006883545,Na2303,JP,19.0,1.0023273955522136,0.7527324374037023,75.0,169
16191180,281.79747327680764,Shice2566,TW,27.0,0.9436929267334088,0.7521750397163294,353.0,170
14213841,263.43131781577665,[Crz]Xinyi2016,CN,19.0,0.9728961106280716,0.7512749963308554,1357.0,171
21072569,232.6049336211962,AomDCO,TH,24.0,1.0239166868845764,0.7504826781951002,3169.0,172
24026784,366.91412853084864,achii77,TH,6.0,0.572969335901173,0.7504432610746357,48.0,173
10702235,No Elo,[Crz]Caicium,0,17.0,0.951455086119348,0.7499637407338985,,174
29165753,245.34865699578776,shadiaojunshi,CN,8.0,0.9996384348495244,0.7496686603362006,192.0,175
13349388,289.809523831286,Achino,TH,36.0,0.9189108777407388,0.7482530373960969,774.0,176
6117525,326.0822616954574,ruka,AU,20.0,0.8500150716634806,0.7460105725982267,285.0,177
10804091,364.12434972957846,GDMem,CA,20.0,0.783676509159533,0.7457790264211607,1055.0,178
26233321,216.14642220033764,[LS]Vixile,VN,47.0,1.03827650022339,0.7454447270966049,234.0,179
9663200,349.022187023586,Strachy,FI,14.0,0.8078092044526878,0.7450817293224009,898.0,180
10015908,343.33197888326526,Auraah,FR,34.0,0.8171401202027815,0.7449043354648108,2244.0,181
12584420,354.47475983377285,Vulpsi,PH,16.0,0.7977243327706912,0.7448419669202115,152.0,182
19554046,369.4095224036563,Shadow_GM,MX,14.0,0.7689531175129256,0.7437737790408308,312.0,183
25159471,286.02701168507275,senkhyu,CH,21.0,0.9119851504398736,0.7434314128552413,1865.0,184
13847951,332.8976167218728,Dale940,CA,12.0,0.8282039848646306,0.7424126287646219,3273.0,185
3760209,281.8075120985264,Tosai_,MY,37.0,0.9127437598166476,0.7410926114152585,1241.0,186
18466725,328.64782930821053,Apol-,PH,8.0,0.8305785903695825,0.7406340763385685,1000.0,187
5691061,342.9179069552591,Amerom,BR,28.0,0.8051659020831966,0.7403579602404812,2520.0,188
22660023,316.7308182578257,akenyii-,PE,6.0,0.6904825818092872,0.7395526959649558,1102.0,189
19444599,382.0749498330425,Artloldxe,BR,4.0,0.4804618294805358,0.7394363697382113,4145.0,190
18042127,306.34969809017304,[Crz]IsxI,CN,11.0,0.8607737565211148,0.7376567363527377,194.0,191
32954144,217.77173080461952,Nyagato Yuki,CN,15.0,1.0110726655156723,0.7367035630241962,3558.0,192
31755778,326.5649707733074,shir0kuma,JP,14.0,0.8215022803629182,0.7360935030960098,126.0,193
11188249,386.7251412036108,Plutes,MX,11.0,0.7155841026264881,0.73536558837061,633.0,194
18018708,201.26422221493377,McButt,SG,12.0,1.0265269053552084,0.7320274146272681,3436.0,195
15508957,281.3864795011849,yeetboii,VN,7.0,0.8873806919655989,0.7317448982334374,648.0,196
23297156,351.1106668974716,[Crz]RafaelPC,PE,7.0,0.7661221170452304,0.7314379886877491,225.0,197
4477497,290.20283369925426,cheewee10,MY,22.0,0.8704491316176501,0.731133234428236,6623.0,198
13975661,333.3517779083708,lianic,KR,18.0,0.7932804474028481,0.7301810189919938,159.0,199
13026904,225.36162745401748,tyrcs,CN,28.0,0.9795115899695244,0.7300915472392778,2719.0,200
12712916,307.99934925166826,[LS]Khu,RO,12.0,0.836333464097973,0.7299207702654882,506.0,201
13858488,354.44550653015943,C90,AR,9.0,0.7558318043023018,0.729814380300879,727.0,202
19141386,302.68953839794995,Pulsing,GB,5.0,0.6950117070125582,0.7293950763082244,108.0,203
5390121,No Elo,Piggy,0,20.0,0.9249099111528668,0.7290400849494773,,204
9781014,284.7156481241764,Miwiki,BR,7.0,0.8678754333920442,0.7268161992575821,12.0,205
7860283,341.4262928820912,Summit_,ES,6.0,0.5599435828158785,0.7266763153946474,464.0,206
25914360,239.2501077431972,MiniEgg_23,GB,45.0,0.945982436583849,0.7266713250663144,148.0,207
34454156,324.9901627777043,MightyTech,ID,11.0,0.7973908190329133,0.7264803827487079,491.0,208
18560307,261.3164399306477,Silicosis 2,PH,32.0,0.9052291264498826,0.7257224207910111,1731.0,209
9895650,328.85719470263405,XxNewson1234xX,GB,38.0,0.7866403511224013,0.7250211742587582,1365.0,210
31138498,361.6426216492792,debuti,VN,5.0,0.4882163910756873,0.7249473133042683,70.0,211
5190592,281.5790510847716,SilentParleHorn,CN,6.0,0.738262585250205,0.7232630427247808,854.0,212
10879600,334.6091777408188,HowToPlayLN,TH,13.0,0.7706423935090013,0.7228480834194901,4049.0,213
29388371,337.5919944336084,bad maniaplayer,JP,12.0,0.764537915164248,0.7225064027702663,262.0,214
21900872,263.0719578217576,[LS]Robi,ID,13.0,0.893084801758135,0.7224574219137005,1574.0,215
24144271,309.00869949543704,eiEn_,GB,4.0,0.646716903627003,0.7223653014841285,2.0,216
25604245,238.68272271343443,ERA Nanachi,MY,6.0,0.8720120014446064,0.7223054903008833,340.0,217
7341471,369.387565888163,Seiong,AR,12.0,0.7075816774289868,0.7217716943633488,401.0,218
16999311,292.70594784395735,Quinnie why,NL,11.0,0.8373672934551669,0.7208291640705788,779.0,219
11716111,335.96257805456287,Swarmsii,PH,16.0,0.7615823560889771,0.720439350358463,2285.0,220
20544648,277.39323428009976,[LS]Nemesis,CA,13.0,0.860428142878735,0.7196175724768664,176.0,221
30122510,261.1719036968065,-fm777-,CN,13.0,0.8868086773252183,0.719033215608802,877.0,222
21891521,279.00301802477424,[LS] -Koyume-,MY,5.0,0.7144519837671344,0.7152194207644323,1087.0,223
27208738,355.4390026685384,Psyche03,AR,5.0,0.468748845707431,0.7150752303552343,212.0,224
16923930,332.0137978801,Nachumi-chan,VN,14.0,0.7511185706342529,0.7142472208392853,376.0,225
22839620,287.8863616101574,beta carotene,US,13.0,0.8259694306791727,0.7137636012969302,254.0,226
6809566,329.79610250211294,itsdarious555,ES,5.0,0.5407150523367392,0.7124995386920291,2338.0,227
29169697,269.63280893692405,RobiFanBoy,ID,10.0,0.8518039593462516,0.711726284651748,506.0,228
32151196,216.3385449637924,[LS]Astal,US,26.0,0.94255582967702,0.7112682601073875,2441.0,229
7304075,338.87792089984134,Kuiiiiteeee,CN,11.0,0.7270239886862991,0.7098613063980421,1432.0,230
25300387,249.06069040344784,-hakitsu,AR,7.0,0.8820736458966626,0.7098435265878029,58.0,231
15513319,241.4280765175305,happergamer,MX,20.0,0.8938066316263789,0.709324995183056,1585.0,232
11341964,322.5347320773334,MowseChow,PH,6.0,0.5510647244834989,0.7092548517767392,275.0,233
11467559,249.5331627030224,robrt,CA,18.0,0.8777165588926508,0.7085747634156041,618.0,234
10235085,296.05742599177654,Asuma Toki,CL,20.0,0.7956274798205997,0.7079479481727355,942.0,235
26634482,246.69919898836545,lisachandra,ID,10.0,0.8802888625441098,0.707743012100194,200.0,236
25682415,261.1635903334338,[Crz]Yurucawaii,CN,6.0,0.7415823891267898,0.7076753161859535,385.0,237
31975052,339.31806523137215,leahkim,KR,6.0,0.486483436350112,0.7065568532075079,2498.0,238
12657177,332.6616511476929,ASharpp,US,20.0,0.727501874173025,0.7061865259192422,1562.0,239
12942073,No Elo,Miyes,0,16.0,0.8951477036721572,0.705580673380436,,240
15944956,265.6077066462723,MatchaLatte-,TH,32.0,0.834261080997788,0.702950598019465,227.0,241
10336332,303.2892847396402,YuyukoFangirl,VE,5.0,0.5855383896964033,0.7024215620753905,125.0,242
24291557,262.3376389318878,[TCD]thuypb2009,VN,5.0,0.7160783563102733,0.7022232051951036,217.0,243
28251667,341.2507323119734,[Crz]bubu,CN,8.0,0.7009982469871777,0.7020047152753344,6.0,244
20040064,303.2610122568869,[LS] akarii,ID,9.0,0.7649451191599441,0.7014117533819717,427.0,245
18472374,272.5055522643774,Pokeccino,SG,6.0,0.6789734502337734,0.7010954402925704,1097.0,246
30870258,376.079073349792,Anthony2308,CR,1.0,0.3436727988880984,0.700307160836537,193.0,247
11711666,356.5185763056384,lifilled,RO,4.0,0.4049953435905231,0.6999541698112047,324.0,248
8321730,315.9397070310516,[Zekken],VN,14.0,0.7389576927734369,0.6999451299187217,1436.0,249
8756421,308.10807400384743,quentin5110054,FR,8.0,0.7477919437973011,0.6982648908080258,518.0,250
2288341,358.4629451013868,Pope Gadget,GB,20.0,0.6604433444866159,0.6981236587206647,3700.0,251
12429489,282.5904844014654,Fubusan,US,10.0,0.7897924760436408,0.6975253671976278,2170.0,252
12054898,297.9668410292191,[MY]Sol,MY,14.0,0.7616412492411433,0.6969525260298919,169.0,253
13193798,288.9484917474491,ManiaDegengod,PH,14.0,0.7758895169465926,0.6964778306948138,2520.0,254
14174524,319.56504123474525,Silicosis 4,PH,8.0,0.7225107796247378,0.6962954292690817,564.0,255
16118849,298.1812189860115,cartografiar,ES,6.0,0.5687710001666759,0.6941078409079012,1861.0,256
14113974,325.3259934604603,TheMysteryL,PH,5.0,0.481709926742042,0.6941057123005547,1698.0,257
15216030,311.2533748779047,G2t,JP,8.0,0.7293466873774394,0.6936022164931737,1290.0,258
14055233,327.8210189425343,MisteurFR,FR,15.0,0.7006390025001701,0.6935670527959223,1525.0,259
25308131,224.885279541363,RTrigger,CN,7.0,0.8766940496747371,0.6929587922188023,542.0,260
13005943,315.81666595579713,Majke1,PL,4.0,0.5034574455729295,0.6919115525611317,73.0,261
8553078,320.8961014569029,Guldakh,ES,17.0,0.7045554046477035,0.6906858035008978,1523.0,262
12852613,255.84064474614817,kittyboyyyyyy,TH,6.0,0.6907175136614369,0.6906371197295728,897.0,263
29546640,254.59482117488145,Kirchhoff123,CN,27.0,0.8183210943325933,0.6904258697782472,1606.0,264
10728432,308.78910567476083,Kaify,TH,10.0,0.724602066974784,0.690377646642554,689.0,265
25750653,211.94438153579577,WandrYondr,GB,10.0,0.8899235642619908,0.6896922153484697,1343.0,266
13377652,268.8241438312702,Shoira,NL,41.0,0.7909422844015405,0.6894201056317193,2215.0,267
24449770,267.72381399664624,1145810,CN,6.0,0.6468299915764337,0.6891878707897404,371.0,268
18375016,307.7376096750661,chana,CN,6.0,0.5137640328765731,0.6879983881133437,334.0,269
13185425,329.61040201155976,LazyGhost14,CA,4.0,0.4433545165380952,0.6879321669450098,416.0,270
31709045,321.12981710501964,Bl1x3r,NZ,4.0,0.4702304245797302,0.6878516332676533,174.0,271
23291631,329.2622050829884,b3njvv2,CL,8.0,0.6812994673382723,0.6875296372304134,243.0,272
27288518,308.5099265546337,Shizuku-09,CN,13.0,0.7134922402225995,0.6862244284019825,195.0,273
10500832,362.246405023133,[Crz]xz1z1z,CN,9.0,0.6200155193853647,0.6859797760528988,1973.0,274
18473578,337.35826427015866,Seitora,US,2.0,0.4005569149207856,0.6834302064873666,178.0,275
15727775,270.5013074509684,yoth99,TH,9.0,0.7654845301445388,0.6813366196017479,330.0,276
14217379,249.8437889542397,Wishtynite,ID,6.0,0.6728228827052161,0.6813258249692716,1456.0,277
5919873,311.16540567719983,Xan-,CL,15.0,0.6947652964590015,0.6811577773491942,649.0,278
26882713,238.9993529617523,Projiensux,MY,11.0,0.8178755234109882,0.6806173274062916,238.0,279
10036005,234.76204246247568,-Oni-Chan-,RU,12.0,0.8229019408754162,0.6797966003428733,924.0,280
